Email,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
student302@university.com,Female,22,82.87,52.28,97.24,93.63,59.11,6.43,60.09,63.31,C
student303@university.com,Male,22,50.78,77.1,46.79,84.41,93.95,2.95,64.5,94.74,A
student304@university.com,Female,23,53.22,47.78,52.46,67.29,85.29,9.92,85,97.25,B
student305@university.com,Male,24,54.98,40.12,97.75,71.37,93.77,2.91,99.34,67.81,D
student306@university.com,Female,19,70.95,95.89,97.44,86.34,56.97,2.17,91.26,96.19,F
student307@university.com,Female,19,90.74,73.29,50.63,60.58,69.95,4.84,77.69,77.34,A
student308@university.com,Female,18,94.41,95.62,48.71,73.44,64.16,3.23,54.26,73.66,D
student309@university.com,Male,20,62.24,60.03,65.27,82.68,50.48,9.24,68.22,91.64,A
student310@university.com,Male,21,78.72,59.67,42.98,76.97,64.23,4.4,54.32,77.3,F
student311@university.com,Male,22,88.42,64.04,79.29,80.42,68.98,4.1,65.56,72.72,C
student312@university.com,Male,24,64.44,82.36,44.65,77.31,54.61,6.26,62.94,50.8,D
student313@university.com,Male,22,70.45,73.95,43.48,59.96,78.32,0.81,69.43,50.64,D
student314@university.com,Male,18,76.2,95.52,69.11,70.51,69.16,7.57,91.86,81.38,B
student315@university.com,Male,24,56.74,41.53,97.47,76.6,52.32,7.68,57.52,53.67,C
student316@university.com,Male,24,51.3,82.49,65.61,89,85.2,4.74,65.3,86.85,F
student317@university.com,Male,22,57.64,59.82,61.39,82.7,86.46,9.56,63.06,81.12,B
student318@university.com,Female,20,81.34,50.81,99.88,71.33,91.72,5.79,64.81,72.89,D
student319@university.com,Female,18,53.68,70.62,71.92,98.72,74.28,6.95,68.03,85.49,A
student320@university.com,Male,20,59.48,70.3,62.51,55.39,98.43,9.24,62.22,99.65,F
student321@university.com,Male,18,66.89,48.22,63.15,60.34,95.7,6.66,97.13,62.32,B
student322@university.com,Male,22,53.89,52.11,51.7,67.07,77.57,4.32,71.01,77.85,C
student323@university.com,Male,18,59.58,64.49,70.73,61.43,72.25,0.25,55.71,92.14,A
student324@university.com,Female,19,95.56,64.53,66.33,81.27,50.15,7.28,73.38,50.84,B
student325@university.com,Female,24,50.96,59.05,56.25,51.98,85.55,9.65,59.22,60.18,F
student326@university.com,Male,21,82.67,48.91,49.63,58.87,78.25,4.7,60.81,76.05,A
student327@university.com,Female,22,69.22,40.26,58.67,64.67,96.88,3.4,64.25,77.61,B
student328@university.com,Female,23,83.63,98.21,70.52,84.17,79.71,5.19,56.24,54.32,B
student329@university.com,Male,21,79.43,96.61,43.5,93.79,99.64,7.28,86.06,70.37,F
student330@university.com,Male,22,61.17,69.02,49.22,89.92,92.69,0.01,89.6,75.99,C
student331@university.com,Male,21,92.36,99.7,96.86,59.1,97.68,8.87,69.71,71.15,A
student332@university.com,Male,19,74.6,80.42,72.57,78.27,66.38,8.86,84.45,85.03,B
student333@university.com,Female,21,91.13,44.13,43.81,51.5,57.47,5.41,69.45,88.57,F
student334@university.com,Male,18,70.3,47.06,81.59,65.53,89.84,1.22,58.2,73.01,B
student335@university.com,Female,21,99.23,94.97,43.71,90.3,89.31,6.72,69.86,71.28,F
student336@university.com,Male,22,88.52,77.8,84.33,72.83,60.57,1.38,77.85,85.27,F
student337@university.com,Female,23,98.3,90.59,85,57.5,88.24,5.08,52.05,77.77,B
student338@university.com,Male,23,75.72,93.9,79.06,71.93,79.1,0.94,82.72,93.52,F
student339@university.com,Male,20,73.68,66.88,83.93,59.9,55.48,5.89,87.13,74.06,A
student340@university.com,Female,24,87.77,42.91,45.28,69.66,75.09,3.18,93,78.72,F
student341@university.com,Female,21,94.01,51.3,83.61,74.39,96.56,8.31,55.14,56.44,C
student342@university.com,Female,23,98.21,43.99,48.2,67.48,75.32,8,50,91.8,C
student343@university.com,Male,21,66.23,51.32,60.37,96.85,89.43,9.98,53.66,71.11,F
student344@university.com,Female,24,89.94,64.63,96.56,78.13,51.45,2.58,96.21,85.95,A
student345@university.com,Female,23,60.53,47.09,70.17,92.14,86.4,0.62,88.28,71.47,D
student346@university.com,Female,24,77.28,50,98.05,88.04,97.34,4.43,91.77,50.05,D
student347@university.com,Female,21,58.99,66.75,45.34,83.06,74.98,0.83,75.85,70.02,A
student348@university.com,Female,22,67.37,60.41,68.65,74.84,66.89,1.78,76.34,57.38,C
student349@university.com,Female,21,96.57,68.06,43.74,50.11,82.33,5.97,64.93,69.93,F
student350@university.com,Female,24,57.3,65.75,77.81,80.67,95.81,5.92,92.14,66.07,B
student351@university.com,Female,22,81.62,78.67,44.72,67.8,58.84,0.43,91.49,60.13,F
student352@university.com,Female,22,79.65,96.23,50.52,55.89,70.18,4.43,69.61,56.19,F
student353@university.com,Male,20,56.04,46.47,55.53,72.23,57.81,5.3,66.46,86.43,D
student354@university.com,Male,23,66.3,45.96,84.92,86.78,74.83,2.68,86.92,87.74,F
student355@university.com,Female,18,78.15,91.17,49.84,98.08,77.02,8.72,51.31,63.25,D
student356@university.com,Male,22,59.36,70.38,90.8,68.71,97.21,1.61,93,74.76,B
student357@university.com,Male,24,90.03,85.98,47.91,77.14,70.63,2.54,72.31,73.2,F
student358@university.com,Female,23,98.61,52.93,42.11,92.56,78.35,1.57,72.07,67.76,A
student359@university.com,Female,19,60.74,89.73,63.7,66.7,94.26,1.17,83.45,63.88,F
student360@university.com,Female,21,59.35,95.43,98.77,57.11,66.07,8.79,82.29,59.3,A
student361@university.com,Female,24,72.75,78.13,46.62,64.09,83.71,2.78,63.3,93.64,D
student362@university.com,Female,19,87.39,46.35,46.1,94.96,87.86,7.23,97.16,91.67,F
student363@university.com,Female,24,64.08,93.72,85.07,57.97,66.53,4.28,99.32,70.86,D
student364@university.com,Male,21,50.99,87.55,58.73,66.46,58.22,6.36,76.3,86.06,A
student365@university.com,Female,20,77.06,85.05,83.04,73.23,75.15,9.28,78.07,74.92,D
student366@university.com,Male,24,97.83,42.2,52,92.36,67.84,8.45,77.72,54.27,C
student367@university.com,Female,22,69.56,87.94,67.6,96.89,63.32,0.69,74.29,91.12,A
student368@university.com,Female,18,71.01,48.28,55.92,71.29,98.67,8.45,97.26,60.96,D
student369@university.com,Male,22,98.45,53.34,67.09,96.6,75.11,4.52,62.24,85.34,F
student370@university.com,Female,21,84.73,74.63,86.15,58.07,92.82,3.5,55.4,76.37,D
student371@university.com,Female,24,85.96,55.9,85.72,57.84,59.77,6.72,96.48,84.53,B
student372@university.com,Male,18,78.14,79.68,70.95,97.46,96.97,9.5,60.65,73.56,A
student373@university.com,Female,22,98.73,76.48,95.7,75.48,89.72,0.94,87.46,85.13,D
student374@university.com,Male,18,84.44,46.49,55.83,59.3,90.43,7.68,60.19,51.64,C
student375@university.com,Female,21,94.75,79.36,54.42,74.4,69.49,2.04,98.01,52.04,B
student376@university.com,Female,20,84.97,95.44,76.83,89.16,74.28,3.8,89.56,94.82,A
student377@university.com,Male,20,86.76,49.67,77.28,91.35,79.67,8.74,95.94,87.48,B
student378@university.com,Female,24,64.52,75.82,42.79,93.2,89.49,5.46,97.55,91.42,F
student379@university.com,Male,22,65.17,60.51,76.47,78.48,92.45,0.67,54.22,72.83,C
student380@university.com,Male,19,89.15,67.58,62.47,93.35,53.9,5.08,71.67,72.98,F
student381@university.com,Male,21,64.84,57.22,84.85,75.5,95.2,7.9,82.41,76.7,D
student382@university.com,Female,22,78.14,61.25,88.49,80.35,96.87,5.29,90.12,62.18,B
student383@university.com,Female,22,62.47,41.73,73.13,87.94,79.64,1.67,62.07,86.68,F
student384@university.com,Male,20,90.85,98.89,40.1,71.27,59.34,4.45,95.73,91.47,D
student385@university.com,Female,24,55.53,77.49,78.18,53.68,90.92,9.24,61.05,95.36,C
student386@university.com,Female,18,91.47,70.04,84.93,67.51,77.43,6.58,93.31,75.85,F
student387@university.com,Female,21,80.14,63.02,54.94,81.2,90.86,7.3,75.64,70.73,B
student388@university.com,Male,18,59.35,72.36,67.88,59.62,90.74,7.86,75.77,91.55,F
student389@university.com,Female,23,77.1,62.81,97.94,57.42,54.34,0.91,68.7,87.63,C
student390@university.com,Male,23,64.12,61.59,57.89,64.65,80.35,5.82,55.18,93.36,D
student391@university.com,Female,21,66.17,67.84,53.39,51.61,74.16,3.76,67.35,82.79,F
student392@university.com,Female,24,67.58,56.56,52.65,87.17,97.31,1.39,71.34,94.17,F
student393@university.com,Male,19,53.17,50.8,73.53,62.94,64.83,2.03,73.95,54.45,A
student394@university.com,Female,23,99.3,73.4,96.99,56.21,60.3,7.81,86.95,83.98,D
student395@university.com,Male,20,51.58,90.57,76.52,84.96,94.85,1.61,67.6,54.44,A
student396@university.com,Female,19,83.12,49.17,58.2,92.15,57.44,3.12,70.33,87.45,A
student397@university.com,Male,22,68.56,41.96,78.31,50.99,84.33,2.85,95.3,81.42,C
student398@university.com,Female,23,82.3,54.81,77.49,61.68,65,0.49,87.63,50.8,C
student399@university.com,Female,20,67.81,98.78,75.82,97.26,78.39,4.62,51.14,79.96,B
student400@university.com,Female,22,83.69,89.73,49.57,69.26,80.81,7.66,90.6,57.31,D
student401@university.com,Male,19,86.46,75.75,78.07,96.93,70.87,0.22,99.5,57.12,D
student402@university.com,Male,21,84.53,95.75,65.81,63.71,98.75,1.13,96.99,57.52,C
student403@university.com,Male,22,55.7,66.72,41.12,60.9,56.59,7.2,91.8,74.19,C
student404@university.com,Female,18,82.84,99,72.39,60.71,69.57,5.94,81.46,55.78,A
student405@university.com,Male,21,64,57.78,99.36,54.26,71.52,7.15,63.91,56.28,C
student406@university.com,Male,21,51.44,54.42,60.98,94.82,81.55,2.3,82.72,62.81,F
student407@university.com,Male,19,70.74,78.28,97.93,98.99,70.36,8.04,84.78,50.04,D
student408@university.com,Male,19,71.68,62.69,45.77,97.73,54.85,4.8,64.08,63.79,B
student409@university.com,Male,20,73.36,77.58,83.95,92.6,97.37,6.1,62.77,80.92,A
student410@university.com,Male,20,85.24,58.3,46.86,92.34,70.8,0.92,69.85,80.08,F
student411@university.com,Male,18,65.44,77.08,56.41,83.05,67.13,2.05,82.06,98.48,C
student412@university.com,Male,21,65.76,56.54,74.25,91.31,72.34,7.73,64.65,55.98,B
student413@university.com,Male,24,53.03,43.06,75.57,60.42,60.83,2.24,77.78,93.28,C
student414@university.com,Male,18,84.34,94.73,86.51,69.4,55.01,0.93,94.96,69.56,F
student415@university.com,Female,18,78.39,92.99,76.92,82.04,57.43,5.97,64.76,69.35,B
student416@university.com,Female,24,67.47,98.25,75.62,93.74,58.33,5.48,98.3,67.44,C
student417@university.com,Male,24,85.26,82.99,94.74,83.02,59.88,6.08,73.67,56.24,F
student418@university.com,Female,24,76.87,80.96,67.13,91.95,71,6.18,55.05,73.93,F
student419@university.com,Female,19,73.46,73.54,53.52,73.7,81.19,5,52.75,89.37,B
student420@university.com,Male,18,75.57,47.56,49.71,85.87,81.44,4.94,66.93,93.77,F
student421@university.com,Male,18,81.82,51.35,64,99,50,9.24,62.94,98.14,C
student422@university.com,Male,22,83,57.37,82.77,57.67,96.05,5.34,92.19,89.26,B
student423@university.com,Female,24,64.45,93.41,42.55,96.35,91.14,6.17,86.88,81.15,A
student424@university.com,Male,24,57.04,50.38,47.74,76.12,98.2,2.67,94.23,74.88,F
student425@university.com,Female,20,57.83,95.37,46.37,82.16,68,8.71,79.46,93.74,C
student426@university.com,Male,20,81.97,71.37,75.12,93.89,83.24,0.24,71.77,86.98,B
student427@university.com,Female,21,93.64,82.93,54.57,70.48,58.4,5.57,63.53,58.06,A
student428@university.com,Female,20,70.47,46.61,49.98,70.93,90.85,3.84,79.16,84.13,A
student429@university.com,Male,23,58.48,56.14,75.57,76.36,58.07,6.04,80.9,71.55,D
student430@university.com,Male,21,87.83,97.51,85.68,50.96,66.3,3.6,69.65,79.79,D
student431@university.com,Female,24,91.62,55.97,59.93,74.83,74.54,7.18,96.83,94.92,B
student432@university.com,Female,22,94.03,57.79,74.69,64.55,79.73,0.2,82,82.63,F
student433@university.com,Male,20,80.34,51.86,45.89,96.4,77.98,4.06,91.87,96.94,C
student434@university.com,Male,22,93.04,47.74,96.11,54.39,55.1,8.31,81.02,93.32,F
student435@university.com,Female,20,50.77,54,60.21,72.97,71.08,2.5,65.83,56.45,C
student436@university.com,Male,20,55.36,78.54,99.85,97.37,96.15,0.53,86.83,50.58,C
student437@university.com,Female,22,54.63,67.32,98.72,95.05,93.62,4.97,61.51,69.22,D
student438@university.com,Male,18,85.63,73.23,86.73,85.07,79.54,9.77,79.83,93.27,D
student439@university.com,Male,18,53.48,47.34,41.2,79.47,78.62,0.64,70.12,61.51,F
student440@university.com,Male,18,74.82,88.13,72.61,64.04,55.58,0.7,57.49,84.57,B
student441@university.com,Female,23,73.64,87.05,45.21,68.35,60.01,5.95,70.66,73.8,C
student442@university.com,Male,18,65.54,41.3,93.71,54.51,62.63,2.5,65.51,87.3,D
student443@university.com,Female,20,93.52,63.01,87.38,89.31,74.41,4.1,55.61,58.25,B
student444@university.com,Male,24,58.52,44.13,98.34,66.19,86.57,8.31,91.19,61.95,D
student445@university.com,Female,19,67.62,87.53,76.5,83.39,73.04,1.99,74.93,62.13,C
student446@university.com,Female,22,88.71,84.24,71.33,67.88,56.3,7.19,67.32,77.42,A
student447@university.com,Male,24,51.52,94.12,71.14,73.22,71.97,5.04,75.25,64.48,D
student448@university.com,Female,19,83.65,54.18,63.19,77.75,58.13,9.05,87.73,90.59,B
student449@university.com,Female,24,90.82,67.38,68.12,90.09,87.56,9.73,50.91,67.34,F
student450@university.com,Female,23,96.61,51.07,78.12,60.56,58.33,4.85,77.34,83.04,F
student451@university.com,Female,19,93.81,62.27,95.98,69.94,74.13,5.85,73.96,97.43,C
student452@university.com,Male,21,65.97,71.33,75.75,56.5,84.67,7.46,94.65,80.35,A
student453@university.com,Male,18,79.32,43.2,91.43,53.79,61.41,3.19,77.8,62.11,D
student454@university.com,Male,23,53.86,82.89,91.77,80.23,53.8,2.27,56.87,91.52,D
student455@university.com,Female,24,62.89,72.6,71.13,59.45,78.16,9.65,69.43,50.63,A
student456@university.com,Female,20,54.71,89.74,60.85,52.99,52.71,4.33,81.05,62.83,C
student457@university.com,Male,18,65.76,56.31,78.37,94.85,79.39,0.02,52.3,69.37,C
student458@university.com,Male,18,93.76,94.2,66.75,76.72,87.67,8.38,94.23,59.8,B
student459@university.com,Female,19,67.36,99.92,44.89,56.73,66.47,6,53.39,80.2,B
student460@university.com,Male,21,78.09,95.16,62.67,52.67,74.42,1.69,51.53,77.9,B
student461@university.com,Male,18,71.67,86.67,99.64,55.99,96.44,0.3,50.1,70.32,C
student462@university.com,Female,24,72.95,88.74,42.91,73.57,73.56,2.91,84.19,64.72,D
student463@university.com,Male,24,98.48,74.42,81.8,83.42,99.83,9.28,72.8,71.7,F
student464@university.com,Female,22,64.81,51.41,90.47,82.06,57.85,9.33,55.14,64.56,C
student465@university.com,Male,22,81.37,80.62,78.92,57.22,85.45,3.11,92.81,61.06,A
student466@university.com,Female,18,71,82.77,74.18,81.67,82.63,8.36,60.14,67.56,F
student467@university.com,Female,19,53.06,99.12,82.45,70.24,93.62,4.42,66.32,80.12,C
student468@university.com,Female,19,74.47,72.48,65.76,73.24,54.62,6.54,58.89,82.42,C
student469@university.com,Female,20,90.67,56.28,45.48,90.07,64.01,3.34,96.34,64.87,B
student470@university.com,Female,23,54.94,81.02,97.74,66.62,56.61,5.16,87.9,97.37,D
student471@university.com,Male,23,53.48,98.76,65.94,57.35,96.65,2.94,86.2,63.1,D
student472@university.com,Male,23,57.68,50.63,79.92,93.67,71.33,0.61,52.2,85.61,F
student473@university.com,Male,21,88.22,59.56,71.88,60.61,95.5,1.39,76.14,54.07,C
student474@university.com,Female,19,86.2,72.51,43.28,64.7,64.72,2.91,78.77,83.24,B
student475@university.com,Male,20,78.25,50.21,97.16,85.33,56.32,9.76,69.13,73,A
student476@university.com,Female,22,73.41,41.33,87.55,84.18,64.83,9.66,66.09,78.46,C
student477@university.com,Female,24,94.42,60.22,48.95,90.02,79.86,8.28,92.6,59.2,B
student478@university.com,Male,23,88.33,91.92,98.9,59.19,92.26,2.33,51.15,71.68,A
student479@university.com,Female,22,90.6,42.61,84.21,67.61,69.27,4.42,81.27,88.31,A
student480@university.com,Male,22,90.66,65.74,68.34,56.29,95.74,4.4,69.71,88.35,F
student481@university.com,Female,18,82.14,85.73,76.68,77.05,62.21,3.87,83.3,61.88,D
student482@university.com,Female,21,72.9,97.19,46.4,64.63,84.68,0.45,59.9,67.63,D
student483@university.com,Male,20,93.23,99.13,73.62,84.45,86.79,5.35,61.93,50.19,F
student484@university.com,Female,21,96.3,65.32,44.42,50.02,63.7,0.73,79.34,54.5,C
student485@university.com,Male,18,51.19,97.02,72.69,52.98,51.35,8.02,99,56.34,B
student486@university.com,Female,20,52.58,42.13,73.16,71.63,68.26,6.91,98.73,64.68,D
student487@university.com,Male,20,97.94,84.76,92.47,97.91,52.26,3.53,62.45,87.95,F
student488@university.com,Female,19,63.86,78.56,83.5,94.54,95.04,6.47,55.12,75.51,D
student489@university.com,Male,21,93.67,54.97,54.97,99.7,97.68,2.33,79.52,89.63,D
student490@university.com,Male,21,69.44,70.44,93.31,70.84,86.77,2.65,71,87.75,D
student491@university.com,Female,19,55.96,47.77,74.39,52.33,86.33,3.14,88.08,79.36,C
student492@university.com,Male,22,54.02,92.3,76.38,65.3,62.04,7.97,76.4,74.99,F
student493@university.com,Female,18,57.83,61.47,50.14,83.79,53.7,2.11,75.53,96.57,D
student494@university.com,Female,21,62.49,77.56,91.47,56.76,90.11,5.63,82.32,78.46,D
student495@university.com,Male,19,74.43,49.53,95.86,65,77.96,2,56.32,74.14,F
student496@university.com,Male,24,85.07,52.37,86.5,52.81,84.08,2.85,83.86,93.46,A
student497@university.com,Male,20,99.32,99.52,96.45,73.75,88.98,2.35,74.43,53.57,C
student498@university.com,Male,23,72.08,85.19,58.14,60.45,70.47,6.45,91.01,82.8,C
student499@university.com,Male,24,75.91,97.72,91.67,54.56,57.23,5.27,56.94,55.65,B
student500@university.com,Female,19,76.09,57.75,69.33,70.56,89.75,7.21,65.04,90.99,B
student501@university.com,Male,23,76.97,49.87,49.84,67.56,72.69,2.2,97.51,89.63,A
student502@university.com,Female,22,75.89,70.18,80.13,76.88,91.35,0.09,77.65,75.18,B
student503@university.com,Male,18,50.44,69.68,81.05,87.45,71.88,6.81,96.47,83.05,D
student504@university.com,Male,23,50.09,50.5,57.22,55.63,60.85,1.15,84.45,88.63,D
student505@university.com,Male,22,54.88,83.99,41.65,89.56,58.55,2.46,96.32,74.17,B
student506@university.com,Female,23,55.08,61.71,51.99,51.31,87.2,3.06,65.89,95.3,C
student507@university.com,Male,20,85.24,51.18,63.99,72.16,78.74,7.47,54.53,71.85,A
student508@university.com,Female,20,60.25,59.92,50.05,79.37,70.23,6.26,90.11,94.6,D
student509@university.com,Female,20,94.74,73.82,51.64,97.85,74.61,1.84,90.22,79.14,A
student510@university.com,Female,20,96.43,83.59,63.48,78.7,77.48,5.98,80.94,71.31,B
student511@university.com,Male,19,98.79,68.91,97.71,57.94,61.97,7.08,78.98,50.2,F
student512@university.com,Female,20,96.95,71.54,85.85,75.88,68.91,3.89,95.75,64.78,A
student513@university.com,Male,24,63.59,48.34,59.18,69.79,64.62,2.46,58.82,93.4,A
student514@university.com,Female,20,75.49,94.88,97.1,73.97,69.42,6.79,80.83,71.44,B
student515@university.com,Male,24,58.77,95.72,78.74,59.85,75.03,6.11,52.49,71.07,B
student516@university.com,Female,19,90.31,81.01,67.33,75.04,58.67,0.78,57.04,74.47,D
student517@university.com,Male,20,94.42,41.06,68.1,57.5,69.68,6.67,71.86,64.32,F
student518@university.com,Male,22,92.56,72.22,64.64,87.2,69.27,4.89,91.06,74.58,F
student519@university.com,Male,22,71.67,77.75,53.98,79.7,64.3,7.53,86.66,68.79,A
student520@university.com,Female,21,87.93,99.68,63.2,53.93,99.92,1.91,98.7,95.47,F
student521@university.com,Female,22,54.88,99.76,71.67,94.48,53.68,2.58,52.24,78.2,B
student522@university.com,Male,18,52.01,91.46,71.68,80.82,82.15,5.43,69.07,91.71,B
student523@university.com,Female,18,87.66,43.83,85.7,65.81,58.72,4.82,57.94,84.34,B
student524@university.com,Female,18,71.27,97.2,61.53,52.28,91.98,3.86,51.85,60.63,A
student525@university.com,Female,19,99.78,76.76,83.01,81.61,95.71,7.46,63.22,93.38,C
student526@university.com,Female,22,54.86,88.05,74.69,68.67,70.07,5.65,62.22,54.36,B
student527@university.com,Female,24,92.78,64.43,97.71,95.38,91.17,7.1,71,72.43,F
student528@university.com,Female,18,74,59.18,63.12,51.74,62.5,1.53,57,61.96,F
student529@university.com,Female,21,91.36,67.79,94.07,51.96,57,7.29,74.43,76.88,B
student530@university.com,Male,19,90.86,48.81,89.24,97.46,65.79,4.62,96,65,C
student531@university.com,Male,21,95.8,61.42,78.26,98.24,67.08,0.34,87.41,86.14,A
student532@university.com,Female,22,64.89,91.46,79.27,51.39,69.87,2.34,92.11,96.85,B
student533@university.com,Male,20,97.49,42.28,45.08,85.8,68.65,0.26,90.24,85.45,A
student534@university.com,Male,21,57.58,49.05,97.01,61.07,70.56,4.57,69.48,67.77,C
student535@university.com,Male,20,54.1,47.51,46.42,85.07,85.5,3.26,85.45,80,B
student536@university.com,Female,19,71.58,64.18,73.79,93.44,62.28,9.87,87.71,94.43,B
student537@university.com,Female,21,91.42,99.82,59.8,55.04,50.93,8.69,60.28,63.5,B
student538@university.com,Female,21,73.67,50.4,65.79,61.94,74.48,8.26,93.01,55.91,D
student539@university.com,Female,23,91.46,48.73,76.61,51.2,72.41,5.01,72.89,56.54,B
student540@university.com,Female,19,86.48,94.9,94.53,52.19,53,8.07,50.82,74.74,B
student541@university.com,Male,19,60.47,92.92,67.45,51.48,56.69,2.67,82.17,86.61,C
student542@university.com,Female,18,97.44,41.93,99.26,90.03,75.5,5.61,83.84,82.86,C
